N,P,K,temperature,humidity,ph,rainfall,label,fertilizer_type,pesticide_type,irigation_level,base_yield,crop_yield(per hectre),climate_suitability,disease_risk_predcition
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango,Neutral,Insecticide,High,222.2944514,305.6956659,Medium,Low
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,Neutral,Insecticide,High,209.4009053,274.4974295,Medium,Low
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango,Neutral,Insecticide,High,203.6020204,257.1601555,Medium,Low
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango,Neutral,Insecticide,High,345.3045971,438.3173527,Medium,Low
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango,Neutral,Insecticide,High,306.4956664,321.5435434,Medium,Low
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango,Neutral,Insecticide,High,214.1287651,261.0711714,Medium,Low
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango,Neutral,Insecticide,High,312.3304048,313.7082776,Medium,Low
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango,Neutral,Insecticide,High,173.4104855,232.0517948,Medium,Low
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango,Neutral,Insecticide,High,312.3852554,396.2053153,Medium,Low
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango,Neutral,Insecticide,High,271.6635884,303.2037934,Medium,Low
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,Neutral,Insecticide,High,308.5226323,357.3950547,Medium,Low
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango,Neutral,Insecticide,High,287.5187434,383.7638843,Medium,Low
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango,Neutral,Insecticide,High,252.8254131,319.0991984,Medium,Low
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango,Neutral,Insecticide,High,304.2437771,329.4902842,Medium,Low
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,Neutral,Insecticide,High,227.6763237,288.0853968,Medium,Low
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango,Neutral,Insecticide,High,236.720386,279.2237471,Medium,Low
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango,Neutral,Insecticide,High,271.1338635,334.0896482,Medium,Low
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,Neutral,Insecticide,High,248.4043018,323.3888921,Medium,Low
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango,Neutral,Insecticide,High,313.6579653,380.6422103,Medium,Low
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango,Neutral,Insecticide,High,238.295361,234.4670468,Medium,Low
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango,Neutral,Insecticide,High,242.702539,295.9466918,Medium,Low
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,Neutral,Insecticide,High,181.9865039,189.6165038,Medium,Low
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango,Neutral,Insecticide,High,195.5041855,252.7933588,Medium,Low
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango,Neutral,Insecticide,High,265.9374292,308.3142986,Medium,Low
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango,Neutral,Insecticide,High,282.605212,327.1186797,Medium,Low
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,Neutral,Insecticide,High,224.2075688,309.3160409,Medium,Low
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,Neutral,Insecticide,High,226.0402412,307.6737718,Medium,Low
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,Neutral,Insecticide,High,229.3492748,250.9420737,Medium,Low
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango,Neutral,Insecticide,High,293.6895548,358.0375961,Medium,Low
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,Neutral,Insecticide,High,336.1508649,379.027364,Medium,Low
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango,Neutral,Insecticide,High,224.4127037,248.9960353,Medium,Low
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango,Neutral,Insecticide,High,291.0221018,400.8044907,Medium,Low
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango,Neutral,Insecticide,High,326.6203138,463.7840954,Medium,Low
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango,Neutral,Insecticide,High,293.6109725,398.0845306,Medium,Low
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,Neutral,Insecticide,High,183.1674936,198.4565317,Medium,Low
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,Neutral,Insecticide,High,287.0993405,325.6726689,Medium,Low
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,Neutral,Insecticide,High,177.0445554,225.1033613,Medium,Low
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango,Neutral,Insecticide,High,336.3823451,365.4117181,Medium,Low
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,Neutral,Insecticide,High,278.1647747,281.0330104,Medium,Low
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango,Neutral,Insecticide,High,330.7875337,461.1154501,Medium,Low
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,Neutral,Insecticide,High,257.7304516,307.2962456,Medium,Low
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,Neutral,Insecticide,High,304.789107,373.5721303,Medium,Low
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,Neutral,Insecticide,High,295.3046107,350.6089197,Medium,Low
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango,Neutral,Insecticide,High,257.2997427,295.9322402,Medium,Low
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,Neutral,Insecticide,High,230.0897995,311.0770828,Medium,Low
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango,Neutral,Insecticide,High,244.4603398,317.8876546,Medium,Low
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango,Neutral,Insecticide,High,305.8011475,382.1341705,Medium,Low
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,Neutral,Insecticide,High,255.3882016,367.514532,Medium,Low
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango,Neutral,Insecticide,High,258.698779,363.739152,Medium,Low
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,Neutral,Insecticide,High,214.6522263,276.6064321,Medium,Low
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango,Neutral,Insecticide,High,193.9997766,233.259472,Medium,Low
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango,Neutral,Insecticide,High,340.5310602,411.6492527,Medium,Low
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango,Neutral,Insecticide,High,257.6126197,325.4526573,Medium,Low
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango,Neutral,Insecticide,High,176.2466435,215.72901,Medium,Low
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,Neutral,Insecticide,High,242.843546,322.8553049,Medium,Low
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango,Neutral,Insecticide,High,319.1976904,381.9608419,Medium,Low
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,Neutral,Insecticide,High,247.3913051,259.6181553,Medium,Low
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,Neutral,Insecticide,High,228.5237654,262.3349525,Medium,Low
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,Neutral,Insecticide,High,209.9520396,229.3287027,Medium,Low
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,Neutral,Insecticide,High,258.7047177,338.9011783,Medium,Low
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,Neutral,Insecticide,High,241.8727038,257.3651208,Medium,Low
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,Neutral,Insecticide,High,278.3603088,322.5219416,Medium,Low
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,Neutral,Insecticide,High,320.7824606,334.3764508,Medium,Low
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,Neutral,Insecticide,High,219.5855841,278.9198555,Medium,Low
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango,Neutral,Insecticide,High,307.4295512,368.3162977,Medium,Low
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,Neutral,Insecticide,High,292.8818848,334.5176025,Medium,Low
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,Neutral,Insecticide,High,164.6632096,177.1522835,Medium,Low
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango,Neutral,Insecticide,High,190.945775,262.5560879,Medium,Low
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,Neutral,Insecticide,High,218.1975348,265.9833202,Medium,Low
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,Neutral,Insecticide,High,219.1147217,302.2049025,Medium,Low
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,Neutral,Insecticide,High,219.087052,288.7064272,Medium,Low
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,Neutral,Insecticide,High,207.0592946,220.2898634,Medium,Low
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,Neutral,Insecticide,High,303.5928419,320.3631737,Medium,Low
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,Neutral,Insecticide,High,271.806176,268.7774709,Medium,Low
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango,Neutral,Insecticide,High,295.5629068,334.500126,Medium,Low
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango,Neutral,Insecticide,High,241.87439,305.9573763,Medium,Low
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango,Neutral,Insecticide,High,271.5735616,339.8984017,Medium,Low
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,Neutral,Insecticide,High,216.118827,269.9916767,Medium,Low
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango,Neutral,Insecticide,High,305.2405345,308.6587639,Medium,Low
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango,Neutral,Insecticide,High,245.4408536,302.3540361,Medium,Low
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,Neutral,Insecticide,High,297.1986118,289.417121,Medium,Low
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,Neutral,Insecticide,High,310.7289428,403.0898507,Medium,Low
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,Neutral,Insecticide,High,274.9551717,335.2576931,Medium,Low
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango,Neutral,Insecticide,High,244.0081136,321.6117814,Medium,Low
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,Neutral,Insecticide,High,247.31849,293.8562031,Medium,Low
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,Neutral,Insecticide,High,281.6501323,306.1289799,Medium,Low
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango,Neutral,Insecticide,High,249.2385081,297.8025926,Medium,Low
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,Phosphorus-Rich,Insecticide,High,794.4223575,495.3869938,High,Moderate
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,Phosphorus-Rich,Fungicide,High,805.5381167,464.5048334,High,High
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,Phosphorus-Rich,Fungicide,High,788.2876519,377.3938902,High,High
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,Phosphorus-Rich,Insecticide,High,830.8683467,284.5417778,Medium,Moderate
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,Phosphorus-Rich,Fungicide,High,793.3726061,712.5204572,High,Moderate
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,Phosphorus-Rich,Fungicide,High,712.5452947,159.7005384,Medium,High
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,Phosphorus-Rich,Fungicide,High,851.0719098,960.1897963,Medium,Moderate
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,Phosphorus-Rich,Fungicide,High,715.8544006,928.6384115,Low,Moderate
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,Phosphorus-Rich,Herbicide,High,712.1804216,934.033356,Low,Moderate
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,Phosphorus-Rich,Insecticide,High,799.8429356,231.1355297,Medium,Moderate
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,Phosphorus-Rich,Fungicide,High,809.3777383,171.7953074,Medium,High
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,Phosphorus-Rich,Fungicide,High,841.4503812,1203.020002,Low,Moderate
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,Phosphorus-Rich,Insecticide,High,730.2215932,476.3946534,High,Moderate
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,Phosphorus-Rich,Herbicide,High,790.8389901,887.2766159,Medium,Moderate
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,Phosphorus-Rich,Fungicide,High,847.299062,1222.911709,Low,Moderate
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,Phosphorus-Rich,Fungicide,High,806.8765669,541.0912265,High,High
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,Phosphorus-Rich,Herbicide,High,848.6501864,1190.087617,Low,Moderate
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,Phosphorus-Rich,Herbicide,High,740.5778749,839.7194136,Medium,Moderate
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,Phosphorus-Rich,Fungicide,High,784.0551102,787.0852745,Medium,Moderate
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,Phosphorus-Rich,Insecticide,High,753.0159416,467.8170784,High,Moderate
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,Phosphorus-Rich,Insecticide,High,898.2386048,335.2644636,Medium,Moderate
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,Phosphorus-Rich,Herbicide,High,843.7618683,849.3380289,High,Moderate
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,Phosphorus-Rich,Fungicide,High,846.3056282,637.9768029,High,High
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,Phosphorus-Rich,Fungicide,High,785.5365316,455.3241337,High,High
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,Phosphorus-Rich,Herbicide,High,746.5753501,825.7710795,Medium,Moderate
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,Phosphorus-Rich,Fungicide,High,821.32601,1066.839223,Low,Moderate
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,Phosphorus-Rich,Fungicide,High,768.3709448,661.2370278,High,High
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,Phosphorus-Rich,Herbicide,High,706.9652613,931.8566881,Low,Moderate
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,Phosphorus-Rich,Fungicide,High,804.7971737,230.8946028,Medium,High
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,Phosphorus-Rich,Fungicide,High,831.475322,208.616159,Medium,High
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes,Phosphorus-Rich,Insecticide,High,828.7248691,397.5157655,High,Moderate
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,Phosphorus-Rich,Fungicide,High,726.611627,831.0517347,Medium,Moderate
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,Phosphorus-Rich,Fungicide,High,854.8155647,312.170472,Medium,High
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,Phosphorus-Rich,Herbicide,High,772.5175543,764.9461634,High,Moderate
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,Phosphorus-Rich,Herbicide,High,795.7288436,1128.347768,Low,Moderate
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,Phosphorus-Rich,Fungicide,High,818.8928446,933.2827828,Medium,Moderate
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,Phosphorus-Rich,Herbicide,High,729.0203757,741.0407458,High,Moderate
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,Phosphorus-Rich,Fungicide,High,874.0415532,685.9047209,High,High
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,Phosphorus-Rich,Fungicide,High,770.5917508,337.8045811,High,High
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,Phosphorus-Rich,Herbicide,High,758.9560699,1036.060529,Low,Moderate
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,Phosphorus-Rich,Herbicide,High,833.6090074,1166.338402,Low,Moderate
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,Phosphorus-Rich,Insecticide,High,840.6005417,698.6454425,High,Moderate
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,Phosphorus-Rich,Herbicide,High,745.536205,887.0911703,Medium,Moderate
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,Phosphorus-Rich,Herbicide,High,721.0603939,687.2607708,High,Moderate
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,Phosphorus-Rich,Insecticide,High,770.429957,341.4085057,High,Moderate
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,Phosphorus-Rich,Fungicide,High,838.8924437,455.5710356,High,High
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,Phosphorus-Rich,Insecticide,High,740.4364042,512.4014555,High,Moderate
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,Phosphorus-Rich,Insecticide,High,887.0600196,165.4020614,Low,Moderate
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,Phosphorus-Rich,Fungicide,High,731.0246926,518.8508892,High,High
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,Phosphorus-Rich,Fungicide,High,872.3533045,837.3965428,High,Moderate
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,Phosphorus-Rich,Fungicide,High,796.3711468,1091.170284,Low,Moderate
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes,Phosphorus-Rich,Fungicide,High,796.0877203,438.2767686,High,High
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,Phosphorus-Rich,Herbicide,High,737.9588504,749.8406401,High,Moderate
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,Phosphorus-Rich,Insecticide,High,766.4195596,497.1803966,High,Moderate
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,Phosphorus-Rich,Herbicide,High,788.0912035,1122.979913,Low,Moderate
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,Phosphorus-Rich,Herbicide,High,862.7826549,1074.292826,Low,Moderate
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,Phosphorus-Rich,Herbicide,High,838.263028,1012.499181,Medium,Moderate
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,Phosphorus-Rich,Herbicide,High,742.664113,803.7771084,Medium,Moderate
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,Phosphorus-Rich,Fungicide,High,808.0079684,818.1036904,Medium,Moderate
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,Phosphorus-Rich,Insecticide,High,793.9321751,137.9694899,Low,Moderate
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,Phosphorus-Rich,Fungicide,High,863.6799237,406.2671598,High,High
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,Phosphorus-Rich,Insecticide,High,798.1292354,717.5525001,High,Moderate
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,Phosphorus-Rich,Insecticide,High,832.2780743,168.8521476,Low,Moderate
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes,Phosphorus-Rich,Herbicide,High,852.1317766,1172.125968,Low,Moderate
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,Phosphorus-Rich,Fungicide,High,775.7531975,971.2764417,Low,Moderate
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,Phosphorus-Rich,Fungicide,High,859.1600734,304.6031263,Medium,High
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,Phosphorus-Rich,Insecticide,High,830.5685953,653.0282964,High,Moderate
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes,Phosphorus-Rich,Insecticide,High,861.0846416,738.0538154,High,Moderate
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,Phosphorus-Rich,Fungicide,High,854.9668266,507.0741291,High,High
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,Phosphorus-Rich,Insecticide,High,813.2489438,206.8675975,Medium,Moderate
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,Phosphorus-Rich,Fungicide,High,762.3898879,830.3032323,Medium,Moderate
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,Phosphorus-Rich,Fungicide,High,710.8518148,595.9301975,High,High
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,Phosphorus-Rich,Herbicide,High,834.8095762,1034.976819,Medium,Moderate
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,Phosphorus-Rich,Herbicide,High,844.2493893,820.8707646,High,Moderate
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,Phosphorus-Rich,Insecticide,High,806.9940323,615.1440142,High,Moderate
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,Phosphorus-Rich,Fungicide,High,772.1575334,110.896303,Low,High
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes,Phosphorus-Rich,Herbicide,High,785.5956149,873.0120306,Medium,Moderate
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,Phosphorus-Rich,Fungicide,High,775.4708278,491.3782568,High,High
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,Phosphorus-Rich,Fungicide,High,860.9217367,357.3135539,High,High
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,Phosphorus-Rich,Fungicide,High,877.7675481,126.2971349,Low,High
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,Phosphorus-Rich,Fungicide,High,820.4586109,331.4998491,Medium,High
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,Phosphorus-Rich,Herbicide,High,824.8106364,878.6487952,Medium,Moderate
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,Phosphorus-Rich,Fungicide,High,716.2884428,819.6406039,Medium,Moderate
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,Phosphorus-Rich,Herbicide,High,876.275624,873.508625,High,Moderate
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes,Phosphorus-Rich,Fungicide,High,848.608787,872.2740166,Medium,Moderate
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,Phosphorus-Rich,Fungicide,High,731.3173491,558.8708966,High,High
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,Phosphorus-Rich,Insecticide,High,756.5118083,601.3552614,High,Moderate
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,Phosphorus-Rich,Insecticide,High,802.7524972,122.9963434,Low,Moderate
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,Phosphorus-Rich,Herbicide,High,862.4370124,1199.233571,Low,Moderate
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,Phosphorus-Rich,Fungicide,High,812.3032835,888.3265493,Medium,Moderate
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,Phosphorus-Rich,Herbicide,High,861.1162659,1142.098594,Low,Moderate
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes,Phosphorus-Rich,Fungicide,High,734.0281599,1020.557643,Low,Moderate
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,Phosphorus-Rich,Fungicide,High,731.5956141,496.6284211,High,High
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,Phosphorus-Rich,Herbicide,High,828.5671446,1208.247797,Low,Moderate
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,Phosphorus-Rich,Herbicide,High,733.2837128,964.8263729,Low,Moderate
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,Phosphorus-Rich,Herbicide,High,801.5167844,1166.774036,Low,Moderate
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,Phosphorus-Rich,Fungicide,High,888.615021,711.6166082,High,High
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,Phosphorus-Rich,Fungicide,High,770.5571065,543.9251726,High,High
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,Phosphorus-Rich,Fungicide,High,817.0531501,846.8113576,Medium,Moderate
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,Phosphorus-Rich,Fungicide,High,840.9907772,1181.809556,Low,Moderate
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,Nitrogen-Rich,Insecticide,High,645.2321683,501.2812769,High,Moderate
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,Nitrogen-Rich,Fungicide,High,636.7179706,495.269317,High,High
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,Nitrogen-Rich,Insecticide,High,606.804803,489.5678126,High,Moderate
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,Nitrogen-Rich,Fungicide,High,586.7822481,409.7252984,Medium,High
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,Nitrogen-Rich,Insecticide,High,548.5653048,419.2545745,High,Moderate
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,Nitrogen-Rich,Fungicide,High,520.5211037,360.7841779,Medium,High
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,Nitrogen-Rich,Fungicide,High,526.59424,335.3653638,Medium,High
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,Nitrogen-Rich,Fungicide,High,526.6347339,326.647602,Medium,High
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,Nitrogen-Rich,Fungicide,High,501.6879004,350.3663802,Medium,High
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,Nitrogen-Rich,Fungicide,High,619.9199392,422.440751,Medium,High
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,Nitrogen-Rich,Insecticide,High,521.7216315,414.0747272,High,Moderate
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,Nitrogen-Rich,Fungicide,High,498.745287,403.4150759,High,High
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,Nitrogen-Rich,Fungicide,High,539.4250359,413.3183291,High,High
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,Nitrogen-Rich,Fungicide,High,605.7481595,427.7015267,High,High
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,Nitrogen-Rich,Insecticide,High,564.2083509,463.3072097,High,Moderate
